,locomotion,stairs,static,eat_drink,sports,upper_body
locomotion,0,0,0,0,0,1536
stairs,0,0,0,0,0,742
static,0,0,0,0,0,1633
eat_drink,0,0,0,0,0,4031
sports,0,0,0,0,0,2230
upper_body,0,0,0,0,0,3478
