window_seconds,modality,fold,class,precision,recall,f1-score,support
6.0,accel,3,sports,0.7014042867701404,0.767799352750809,0.7331015836230205,1236.0
6.0,accel,3,upper_body,0.42070569988367584,0.4015544041450777,0.41090702518462413,2702.0
6.0,accel,3,accuracy,0.5407768064623215,0.5407768064623215,0.5407768064623215,0.5407768064623215
6.0,accel,3,macro avg,0.5892253856068602,0.6024906429284466,0.5943575208548064,9037.0
6.0,accel,3,weighted avg,0.5337483641666847,0.5407768064623215,0.5362006958675491,9037.0
6.0,accel,4,locomotion,0.8895612708018155,0.6131386861313869,0.725925925925926,959.0
6.0,accel,4,stairs,0.5738498789346247,0.5537383177570093,0.5636147443519619,428.0
6.0,accel,4,static,0.16232315711094564,0.2118561710398445,0.18381112984822934,1029.0
6.0,accel,4,eat_drink,0.4329754069968826,0.4848719937936385,0.45745654162854527,2578.0
6.0,accel,4,sports,0.6578449905482041,0.7352112676056338,0.6943797805121383,1420.0
6.0,accel,4,upper_body,0.4489510489510489,0.36727688787185353,0.4040276903713027,2622.0
6.0,accel,4,accuracy,0.47587428065515713,0.47587428065515713,0.47587428065515713,0.47587428065515713
6.0,accel,4,macro avg,0.5275842922239203,0.49434888736656113,0.5048693021063505,9036.0
6.0,accel,4,weighted avg,0.4972584851390203,0.47587428065515713,0.4815443318900634,9036.0
6.0,accel,5,locomotion,0.9351585014409222,0.6344086021505376,0.7559697146185207,1023.0
6.0,accel,5,stairs,0.5284327323162274,0.7665995975855131,0.625615763546798,497.0
6.0,accel,5,static,0.7013888888888888,0.1858325666973321,0.2938181818181818,1087.0
6.0,accel,5,eat_drink,0.557919621749409,0.6150409530900968,0.5850894280148752,2686.0
6.0,accel,5,sports,0.6832764505119454,0.674074074074074,0.6786440677966101,1485.0
6.0,accel,5,upper_body,0.40161725067385445,0.5140146614920225,0.4509173444297333,2319.0
6.0,accel,5,accuracy,0.5580960756293284,0.5580960756293284,0.5580960756293284,0.5580960756293284
6.0,accel,5,macro avg,0.6346322409302079,0.5649950758482627,0.5650090833707865,9097.0
6.0,accel,5,weighted avg,0.5964929069472651,0.5580960756293284,0.5527846962990371,9097.0
6.0,gyro,1,locomotion,0.9676258992805755,0.5621734587251829,0.7111698612029081,957.0
6.0,gyro,1,stairs,0.5365344467640919,0.4220032840722496,0.4724264705882353,609.0
6.0,gyro,1,static,0.2288135593220339,0.02983425414364641,0.05278592375366569,905.0
6.0,gyro,1,eat_drink,0.5957348168752897,0.5119521912350598,0.5506749517891579,2510.0
6.0,gyro,1,sports,0.6264591439688716,0.8143063583815029,0.7081369776939994,1384.0
6.0,gyro,1,upper_body,0.5228413654618473,0.7635630498533724,0.6206793802145412,2728.0
6.0,gyro,1,accuracy,0.5847355108325085,0.5847355108325085,0.5847355108325085,0.5847355108325085
6.0,gyro,1,macro avg,0.5796682052787849,0.517305432735169,0.5193122608737514,9093.0
6.0,gyro,1,weighted avg,0.5771988150739138,0.5847355108325085,0.5577408549544743,9093.0
6.0,gyro,2,locomotion,0.8576051779935275,0.8843159065628476,0.8707557502738226,899.0
6.0,gyro,2,stairs,0.7087912087912088,0.7543859649122807,0.7308781869688386,513.0
6.0,gyro,2,static,0.0,0.0,0.0,1204.0
6.0,gyro,2,eat_drink,0.4717285945072698,0.8599074463609592,0.6092399403874814,2377.0
6.0,gyro,2,sports,0.8062547673531655,0.7676107480029049,0.7864583333333334,1377.0
6.0,gyro,2,upper_body,0.5897693079237714,0.4290404961692813,0.49672650475184793,2741.0
6.0,gyro,2,accuracy,0.5991658434858962,0.5991658434858962,0.5991658434858962,0.5991658434858962
6.0,gyro,2,macro avg,0.5723581760948239,0.6158767603347123,0.5823431192858873,9111.0
6.0,gyro,2,weighted avg,0.5468846780742199,0.5991658434858962,0.5543182682731905,9111.0
6.0,gyro,3,locomotion,0.8276573787409701,0.8930957683741648,0.8591322978039636,898.0
6.0,gyro,3,stairs,0.6212389380530974,0.7834821428571429,0.6929911154985192,448.0
6.0,gyro,3,static,0.1625,0.011314186248912098,0.02115541090317331,1149.0
6.0,gyro,3,eat_drink,0.488153681963714,0.8782642089093702,0.6275209219371656,2604.0
6.0,gyro,3,sports,0.7928452579034941,0.7710355987055016,0.7817883511074651,1236.0
6.0,gyro,3,upper_body,0.6119791666666666,0.3478904515173945,0.44360547428032093,2702.0
6.0,gyro,3,accuracy,0.5915679982295009,0.5915679982295009,0.5915679982295009,0.5915679982295009
6.0,gyro,3,macro avg,0.5840624038879904,0.6141803927687477,0.5710322619217679,9037.0
6.0,gyro,3,weighted avg,0.5657785222189601,0.5915679982295009,0.5427957579393244,9037.0
6.0,gyro,4,locomotion,0.820021299254526,0.8029197080291971,0.8113804004214963,959.0
6.0,gyro,4,stairs,0.5352798053527981,0.514018691588785,0.5244338498212158,428.0
6.0,gyro,4,static,0.4444444444444444,0.003887269193391642,0.007707129094412331,1029.0
6.0,gyro,4,eat_drink,0.5088515660463006,0.86966640806827,0.6420389461626576,2578.0
6.0,gyro,4,sports,0.7434944237918215,0.704225352112676,0.7233273056057866,1420.0
6.0,gyro,4,upper_body,0.6542056074766355,0.4805491990846682,0.554089709762533,2622.0
6.0,gyro,4,accuracy,0.6082337317397079,0.6082337317397079,0.6082337317397079,0.6082337317397079
6.0,gyro,4,macro avg,0.6177161910610877,0.5625444380128314,0.5438295568113503,9036.0
6.0,gyro,4,weighted avg,0.6148452897150186,0.6082337317397079,0.5694584466280163,9036.0
6.0,gyro,5,locomotion,0.9301369863013699,0.6637341153470185,0.7746719908727895,1023.0
6.0,gyro,5,stairs,0.5109170305676856,0.7062374245472837,0.5929054054054054,497.0
6.0,gyro,5,static,0.36363636363636365,0.0036798528058877645,0.007285974499089253,1087.0
6.0,gyro,5,eat_drink,0.5379523389232127,0.9076693968726731,0.6755333887503464,2686.0
6.0,gyro,5,sports,0.7037861915367484,0.6383838383838384,0.6694915254237288,1485.0
6.0,gyro,5,upper_body,0.6044692737430167,0.4665804225959465,0.5266488196641519,2319.0
6.0,gyro,5,accuracy,0.6048147741013521,0.6048147741013521,0.6048147741013521,0.6048147741013521
6.0,gyro,5,macro avg,0.6084830307847328,0.5643808417587747,0.5410895174359186,9097.0
6.0,gyro,5,weighted avg,0.6037765583204402,0.6048147741013521,0.5633790807594478,9097.0
6.0,accel_gyro,1,locomotion,0.9487870619946092,0.735632183908046,0.8287227781047675,957.0
6.0,accel_gyro,1,stairs,0.6720321931589537,0.548440065681445,0.6039783001808319,609.0
6.0,accel_gyro,1,static,0.2063125481139338,0.29613259668508285,0.24319419237749546,905.0
6.0,accel_gyro,1,eat_drink,0.401618398637138,0.37569721115537846,0.38822560724578015,2510.0
6.0,accel_gyro,1,sports,0.583232077764277,0.6936416184971098,0.6336633663366337,1384.0
6.0,accel_gyro,1,upper_body,0.35142522452167124,0.32991202346041054,0.3403289846851957,2728.0
6.0,accel_gyro,1,accuracy,0.4518860662047729,0.4518860662047729,0.4518860662047729,0.4518860662047729
6.0,accel_gyro,1,macro avg,0.5272345840317638,0.4965759498979121,0.506352204821784,9093.0
6.0,accel_gyro,1,weighted avg,0.47046223124445713,0.4518860662047729,0.4575888123805174,9093.0
6.0,accel_gyro,2,locomotion,0.9278215223097113,0.7864293659621802,0.8512944009632751,899.0
6.0,accel_gyro,2,stairs,0.7142857142857143,0.8187134502923976,0.7629427792915532,513.0
6.0,accel_gyro,2,static,0.5170454545454546,0.3023255813953488,0.38155136268343814,1204.0
6.0,accel_gyro,2,eat_drink,0.4518664047151277,0.5805637358014304,0.5081937028171607,2377.0
6.0,accel_gyro,2,sports,0.8290598290598291,0.7748729121278141,0.801051051051051,1377.0
6.0,accel_gyro,2,upper_body,0.4337260677466863,0.42977015687705217,0.4317390507604911,2741.0
6.0,accel_gyro,2,accuracy,0.5615190429151575,0.5615190429151575,0.5615190429151575,0.5615190429151575
6.0,accel_gyro,2,macro avg,0.645634165443754,0.6154458670760372,0.6227953912611616,9111.0
6.0,accel_gyro,2,weighted avg,0.5737688319146789,0.5615190429151575,0.5609166523917907,9111.0
6.0,accel_gyro,3,locomotion,0.9293948126801153,0.7182628062360802,0.8103015075376885,898.0
6.0,accel_gyro,3,stairs,0.6984732824427481,0.8169642857142857,0.7530864197530864,448.0
6.0,accel_gyro,3,static,0.26957383548067393,0.23672758920800696,0.2520852641334569,1149.0
6.0,accel_gyro,3,eat_drink,0.5114265927977839,0.5672043010752689,0.5378732702112163,2604.0
6.0,accel_gyro,3,sports,0.7275132275132276,0.889967637540453,0.8005822416302766,1236.0
6.0,accel_gyro,3,upper_body,0.46556016597510375,0.4152479644707624,0.43896713615023475,2702.0
6.0,accel_gyro,3,accuracy,0.5512891446276419,0.5512891446276419,0.5512891446276419,0.5512891446276419
6.0,accel_gyro,3,macro avg,0.600323652814942,0.6073957640408095,0.5988159732359932,9037.0
6.0,accel_gyro,3,weighted avg,0.5473229694151707,0.5512891446276419,0.5456357515182619,9037.0
6.0,accel_gyro,4,locomotion,0.929553264604811,0.5641293013555787,0.7021414665801428,959.0
6.0,accel_gyro,4,stairs,0.59375,0.6214953271028038,0.6073059360730594,428.0
6.0,accel_gyro,4,static,0.2725225225225225,0.23517978620019436,0.2524778299426187,1029.0
6.0,accel_gyro,4,eat_drink,0.4349790254920942,0.5228859581070597,0.4748987141095649,2578.0
6.0,accel_gyro,4,sports,0.644431882419446,0.8028169014084507,0.7149576669802445,1420.0
6.0,accel_gyro,4,upper_body,0.39911111111111114,0.34248665141113654,0.36863711001642036,2622.0
6.0,accel_gyro,4,accuracy,0.4908145196989819,0.4908145196989819,0.4908145196989819,0.4908145196989819
6.0,accel_gyro,4,macro avg,0.5457246343583307,0.5148323209308706,0.5200697872836751,9036.0
6.0,accel_gyro,4,weighted avg,0.4989963247586604,0.4908145196989819,0.4868498858621116,9036.0
6.0,accel_gyro,5,locomotion,0.8743243243243243,0.6324535679374389,0.7339761769710721,1023.0
6.0,accel_gyro,5,stairs,0.47648514851485146,0.7746478873239436,0.5900383141762452,497.0
6.0,accel_gyro,5,static,0.3946449359720605,0.31186752529898804,0.3484069886947585,1087.0
6.0,accel_gyro,5,eat_drink,0.5840736040609137,0.6854058078927774,0.6306954436450839,2686.0
6.0,accel_gyro,5,sports,0.7542955326460481,0.5912457912457912,0.6628916572291431,1485.0
6.0,accel_gyro,5,upper_body,0.42165122156697554,0.43165157395429066,0.4265927977839335,2319.0
6.0,accel_gyro,5,accuracy,0.5596350445201714,0.5596350445201714,0.5596350445201714,0.5596350445201714
6.0,accel_gyro,5,macro avg,0.5842457945141956,0.5712120256088716,0.5654335630833728,9097.0
6.0,accel_gyro,5,weighted avg,0.5745834557874142,0.5596350445201714,0.559584020949227,9097.0
