window_seconds,modality,fold,epoch,train_loss,train_accuracy
4.0,gyro,1,1,1.046518829989717,0.5202904663231438
4.0,gyro,1,2,0.8497638096279587,0.6166908110685273
4.0,gyro,1,3,0.7981186899388532,0.6467643445253333
4.0,gyro,1,4,0.7733713216885495,0.6574917939596208
4.0,gyro,1,5,0.7418973339423068,0.6705481084847706
4.0,gyro,1,6,0.751062545373618,0.6671556672106798
4.0,gyro,1,7,0.7094696972755452,0.6841545486219354
4.0,gyro,1,8,0.6992325059372909,0.6919113197513432
4.0,gyro,1,9,0.688869807962306,0.6962389745658593
4.0,gyro,1,10,0.6659557331778535,0.7047292465112868
4.0,gyro,2,1,1.0587473221027248,0.5201117215780673
4.0,gyro,2,2,0.8723473330759007,0.6130905349038055
4.0,gyro,2,3,0.8157415902044406,0.6441630988037707
4.0,gyro,2,4,0.7844508369641754,0.653075099685783
4.0,gyro,2,5,0.7597083974470761,0.6687675713419452
4.0,gyro,2,6,0.7389959672189061,0.6774590691093512
4.0,gyro,2,7,0.719429797631693,0.6859484390217012
4.0,gyro,2,8,0.7024501701259194,0.6945296852318039
4.0,gyro,2,9,0.6965127760554243,0.6962937101486558
4.0,gyro,2,10,0.6748406422350474,0.7065287297183073
4.0,gyro,3,1,1.0568860471707695,0.515678867453972
4.0,gyro,3,2,0.878062573723019,0.6050759187266193
4.0,gyro,3,3,0.8231285818252894,0.633664637277195
4.0,gyro,3,4,0.7925045152215224,0.6520391696618499
4.0,gyro,3,5,0.7681902077685429,0.6633169515147069
4.0,gyro,3,6,0.7481657823008452,0.6710922027433434
4.0,gyro,3,7,0.7258495274008409,0.6822599574561725
4.0,gyro,3,8,0.7006380686553236,0.6957199442529157
4.0,gyro,3,9,0.7974282410702159,0.6607496515807233
4.0,gyro,3,10,0.7202013080523892,0.6877429766008949
4.0,gyro,4,1,1.0588913042097874,0.5120302685229402
4.0,gyro,4,2,0.8798912307873921,0.5967013187378319
4.0,gyro,4,3,0.8258358004494023,0.627061675788855
4.0,gyro,4,4,0.802863699063991,0.6390001102009331
4.0,gyro,4,5,0.7745460410605572,0.6534915328949785
4.0,gyro,4,6,0.7531447417918307,0.6603239907431216
4.0,gyro,4,7,0.7356532647599814,0.6704808434044741
4.0,gyro,4,8,0.7225650425228423,0.6769643316313412
4.0,gyro,4,9,0.6940561771892028,0.6887190978216949
4.0,gyro,4,10,0.683212769807482,0.6949270837159754
4.0,gyro,5,1,1.0439295099121584,0.5150062449489383
4.0,gyro,5,2,0.8593953870612934,0.6077070016898097
4.0,gyro,5,3,0.8149925331182706,0.6318418925868783
4.0,gyro,5,4,0.7828877054482762,0.6514767467489531
4.0,gyro,5,5,0.7592863353061935,0.6627911248255087
4.0,gyro,5,6,0.7396729676836112,0.6712952758798031
4.0,gyro,5,7,0.716723696265544,0.6817831165968702
4.0,gyro,5,8,0.6982568987329705,0.6908566600543677
4.0,gyro,5,9,0.6871014315571742,0.6958158842112997
4.0,gyro,5,10,0.6680343324725926,0.7058261700095511
