window_seconds,modality,fold,epoch,train_loss,train_accuracy
6.0,accel_gyro,1,1,1.0555485675650425,0.5062429370745019
6.0,accel_gyro,1,2,0.7919734493495578,0.6255615887103443
6.0,accel_gyro,1,3,0.7008930212794701,0.6718392547063201
6.0,accel_gyro,1,4,0.6448297058450706,0.6988782007111161
6.0,accel_gyro,1,5,0.6078082875601397,0.7193296766902787
6.0,accel_gyro,1,6,0.5715959486574044,0.7364460737024889
6.0,accel_gyro,1,7,0.5483770413969933,0.7467269369642513
6.0,accel_gyro,1,8,0.5273399278613948,0.7558226068741214
6.0,accel_gyro,1,9,0.5020224946519939,0.7702378655494612
6.0,accel_gyro,1,10,0.49589310973880213,0.7712576830848102
6.0,accel_gyro,2,1,1.0757139485170262,0.5044811515870171
6.0,accel_gyro,2,2,0.8239849357634172,0.6165237294211731
6.0,accel_gyro,2,3,0.7356869484014474,0.662024653227808
6.0,accel_gyro,2,4,0.6837294805422354,0.687091525797645
6.0,accel_gyro,2,5,0.6376274912720188,0.7075255770344429
6.0,accel_gyro,2,6,0.6026350349870798,0.7223892121446102
6.0,accel_gyro,2,7,0.5768428540475034,0.7358740313818493
6.0,accel_gyro,2,8,0.5520943990611854,0.7471251689049444
6.0,accel_gyro,2,9,0.5361375894770509,0.7572456774122384
6.0,accel_gyro,2,10,0.5073397285991584,0.7693516807765491
6.0,accel_gyro,3,1,1.066809937186078,0.5018025703828054
6.0,accel_gyro,3,2,0.8113673916246743,0.6141948977626112
6.0,accel_gyro,3,3,0.7166421124264387,0.6645017475300657
6.0,accel_gyro,3,4,0.6618740181266518,0.692544789057985
6.0,accel_gyro,3,5,0.62467158534424,0.7120841016044253
6.0,accel_gyro,3,6,0.5911252770658916,0.7299722046398988
6.0,accel_gyro,3,7,0.5656511163998278,0.7424388364476979
6.0,accel_gyro,3,8,0.549621181598989,0.7526212950986597
6.0,accel_gyro,3,9,0.5264998314258409,0.7644824834191045
6.0,accel_gyro,3,10,0.5050886823025627,0.7781324820430966
6.0,accel_gyro,4,1,1.050148561340166,0.5159612526831416
6.0,accel_gyro,4,2,0.791868847797855,0.6401287907975123
6.0,accel_gyro,4,3,0.7070306399619286,0.6750233914910011
6.0,accel_gyro,4,4,0.6609921215573761,0.6961032527932193
6.0,accel_gyro,4,5,0.6134002547264361,0.7208707138532665
6.0,accel_gyro,4,6,0.5891435179104664,0.7302273102537289
6.0,accel_gyro,4,7,0.5603558857680168,0.7453629809015356
6.0,accel_gyro,4,8,0.5424428540725085,0.7510044581429908
6.0,accel_gyro,4,9,0.5195667225976384,0.7629203588529914
6.0,accel_gyro,4,10,0.5023352890293104,0.7717265672298971
6.0,accel_gyro,5,1,1.065868309141109,0.5028806130606169
6.0,accel_gyro,5,2,0.8218582858684935,0.6095873418419384
6.0,accel_gyro,5,3,0.7407766304714867,0.6556771508118091
6.0,accel_gyro,5,4,0.6814993074839547,0.6869917578631088
6.0,accel_gyro,5,5,0.6434255159965577,0.7044132646029164
6.0,accel_gyro,5,6,0.6104999995762003,0.7225790445736968
6.0,accel_gyro,5,7,0.5770852897922808,0.7439700085453593
6.0,accel_gyro,5,8,0.5568176369129187,0.7505857705984508
6.0,accel_gyro,5,9,0.530674625943809,0.7638999917302974
6.0,accel_gyro,5,10,0.5083854753910899,0.773989028861262
