,locomotion,stairs,static,eat_drink,sports,upper_body
locomotion,588,146,0,0,223,2
stairs,55,237,1,1,133,1
static,0,0,218,597,6,208
eat_drink,0,0,567,1250,4,757
sports,17,17,22,106,1044,214
upper_body,1,13,535,933,177,963
