,locomotion,stairs,static,eat_drink,sports,upper_body
locomotion,769,96,0,0,33,0
stairs,64,339,0,0,45,0
static,0,2,334,244,37,532
eat_drink,0,0,350,1411,68,775
sports,34,37,0,29,949,187
upper_body,1,36,251,1108,221,1085
